# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 17 16:11:11 2023
#
# User preference: *
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,sy_dist
1076.60000000,2.100000,778.68350,2.45000,13.7967000
1078.00000000,2.100000,804.08000,2.53000,13.7967000
1100.80000000,2.110000,877.17000,2.76000,13.7967000
1083.20000000,2.110000,826.32000,2.60000,13.7967000
1076.60000000,2.059000,774.86566,2.43800,13.7967000
2391.00000000,3.600000,171.62100,0.54000,13.7967000
7586.00000000,7.730000,425.87000,1.34000,13.7967000
2287.00000000,3.404000,157.96072,0.49700,13.7967000
14002.00000000,11.600000,521.22000,1.64000,13.7967000
19000.00000000,13.800000,479.92089,1.51000,13.7967000
,13.200000,635.66000,2.00000,29.7575000
14965.00000000,14.000000,,,29.7575000
11688.00000000,12.000000,,,29.7575000
4.23079690,0.052350,147.47238,0.46400,15.4614000
4.22930000,,149.38010,0.47000,15.4614000
4.23078500,0.052700,150.00900,0.47200,15.4614000
4.23100000,0.052000,146.20180,0.46000,15.4614000
4.23077000,0.052000,148.73800,0.46800,15.4614000
14.65160000,0.113400,255.40000,0.80360,12.5855000
14.65152000,0.115227,263.97850,0.83060,12.5855000
14.65126000,0.113800,260.61000,0.82000,12.5855000
14.67000000,0.115000,249.17872,0.78400,12.5855000
14.65100000,0.113400,254.25000,0.80000,12.5855000
14.64800000,0.110000,266.97720,0.84000,12.5855000
14.65300000,0.115000,266.97720,0.84000,12.5855000
14.65171000,0.116200,267.29369,0.84100,12.5855000
14.60000000,0.113000,254.25000,0.80000,12.5855000
14.64700000,0.115000,289.21000,0.91000,12.5855000
14.65162000,0.115000,261.88100,0.82400,12.5855000
14.46531400,0.113390,266.96600,0.84000,12.5855000
43.93000000,0.240000,68.96911,0.21700,12.5855000
44.37870000,0.238000,52.44000,0.16500,12.5855000
44.38270000,0.243200,54.34866,0.17100,12.5855000
44.41750000,0.241376,54.47380,0.17140,12.5855000
44.39890000,0.237300,51.20000,0.16110,12.5855000
44.34460000,0.240000,53.71100,0.16900,12.5855000
44.38000000,0.237000,52.44000,0.16500,12.5855000
44.37300000,0.237350,56.69850,0.17840,12.5855000
5370.00000000,5.840000,1220.42000,3.84000,12.5855000
5218.00000000,5.770000,1218.82700,3.83500,12.5855000
4909.00000000,5.470000,1121.89000,3.53000,12.5855000
4545.00000000,5.280000,918.49000,2.89000,12.5855000
4825.00000000,5.503000,1232.49300,3.87800,12.5855000
4820.00000000,5.540000,908.98924,2.86000,12.5855000
4867.00000000,5.446000,1226.77000,3.86000,12.5855000
5574.20000000,5.957000,991.60000,3.12000,12.5855000
4517.40000000,5.257000,1243.35096,3.91200,12.5855000
5360.00000000,5.900000,1287.21150,4.05000,12.5855000
0.73700000,,7.74000,0.02435,12.5855000
0.73654582,,,,12.5855000
0.73655150,0.015691,8.13928,0.02561,12.5855000
0.73654780,0.015439,8.09479,0.02547,12.5855000
,0.015440,8.08000,0.02542,12.5855000
0.73653900,0.015440,8.08000,0.02542,12.5855000
0.73654600,0.015830,8.37000,0.02600,12.5855000
2.80800000,0.038000,14.30235,0.04500,12.5855000
0.73654740,0.015440,7.99000,0.02514,12.5855000
2.79674000,0.037700,7.46870,0.02350,12.5855000
,,,,12.5855000
0.73654170,,,,12.5855000
0.73654450,0.015830,9.37594,0.02950,12.5855000
0.73654370,0.015440,7.81000,0.02457,12.5855000
0.73654000,0.015830,8.63000,0.02700,12.5855000
260.98000000,0.792000,46.87969,0.14750,12.5855000
261.20000000,0.770000,54.66400,0.17200,12.5855000
260.91000000,0.773300,47.00510,0.14790,12.5855000
259.88000000,0.770800,47.80000,0.15030,12.5855000
262.00000000,0.788000,44.81200,0.14100,12.5855000
260.00000000,0.781000,45.76600,0.14400,12.5855000
260.70000000,0.775000,44.81200,0.14100,12.5855000
934.30000000,2.110000,638.83830,2.01000,54.6599000
874.77400000,2.180000,702.40430,2.21000,54.6599000
899.00000000,2.200000,762.80000,2.40000,54.6599000
4.21487000,0.049560,5.11704,0.01610,8.5033200
4.21500000,0.050201,5.10000,0.01600,8.5033200
38.02100000,0.217500,18.20000,0.05700,8.5033200
38.09570000,0.215100,16.11390,0.05070,8.5033200
123.01000000,0.476000,22.90000,0.07200,8.5033200
763.00000000,1.900000,826.30000,2.60000,19.8101000
735.10000000,1.758000,587.98550,1.85000,19.8101000
796.00000000,1.930000,781.86180,2.46000,19.8101000
996.00000000,2.153000,276.51210,0.87000,19.8101000
116.68840000,0.484000,2380.45000,7.49000,17.9011000
116.68900000,0.456000,2084.88000,6.56000,17.9011000
116.69260000,0.481000,2351.94200,7.40000,17.9011000
116.69335000,0.476500,2297.89938,7.23000,17.9011000
116.68840000,0.480000,2421.86460,7.62000,17.9011000
116.68800000,0.481000,2357.02728,7.41600,17.9011000
691.90000000,2.100000,953.49000,3.00000,82.9613000
93.40000000,0.490000,416.35730,1.31000,162.5520000
93.40000000,0.490000,476.74500,1.50000,162.5520000
,2.170000,1274.40000,4.01000,101.2600000
952.70000000,2.500000,1684.40000,5.30000,101.2600000
181.40000000,0.700000,1017.00000,3.20000,44.0304000
,93.900000,2860.45566,9.00000,162.1270000
,260.000000,4290.50000,13.50000,50.0475000
7520.00000000,7.990000,1664.46737,5.23700,26.8564000
8030.00000000,8.400000,1017.05090,3.20000,26.8564000
9060.00000000,9.300000,1366.66215,4.30000,26.8564000
8.46299910,0.064500,20.12000,0.06330,9.7221000
8.46321000,,17.10000,0.05380,9.7221000
8.46321000,0.066000,57.20940,0.18000,9.7221000
8.46300000,,11.70000,0.03681,9.7221000
8.46300000,0.064500,17.00000,0.05349,9.7221000
8.46321000,,,,9.7221000
,,,,9.7221000
8.46300040,0.064400,,,9.7221000
18.85901900,,22.20000,0.06985,9.7221000
18.85898200,0.110000,,,9.7221000
18.85899100,0.110100,9.60000,0.03020,9.7221000
18.85901900,0.110100,13.60000,0.04279,9.7221000
481.90000000,1.300000,2034.11200,6.40000,1070.6300000
268.94000000,0.780000,330.54320,1.04000,49.3520000
268.94000000,0.777000,467.19000,1.47000,49.3520000
153.22000000,0.576000,337.21763,1.06100,768.0450000
137.48000000,0.539000,352.78000,1.11000,426.4200000
379.63000000,1.450000,6807.63000,21.42000,1539.7100000
379.63000000,1.050000,17668.16970,55.59000,1539.7100000
621.99000000,2.010000,3963.17000,12.47000,1539.7100000
578.20000000,1.300000,1334.88600,4.20000,1322.5100000
41.68550000,,22.24810,0.07000,179.4610000
41.68550000,0.241000,16.30000,0.05129,179.4610000
41.68864400,,,,179.4610000
307.88000000,0.830000,432.24663,1.36000,53.6220000
392.60000000,1.000000,289.22530,0.91000,871.4930000
733.00000000,1.700000,540.31100,1.70000,666.5890000
2590.00000000,4.200000,508.50000,1.60000,442.0420000
265.59000000,0.780000,228.83645,0.72000,52.5697000
,1662.000000,4767.42610,15.00000,44.9543000
1230.00000000,2.115000,3305.41543,10.40000,38.0473000
1198.48000000,2.060000,1258.60049,3.96000,38.0473000
723.20000000,1.480000,7961.60160,25.05000,42.6402000
3.87280000,0.042800,8.50000,0.02700,20.2695000
125.94000000,0.435000,53.00000,0.17000,20.2695000
5.60000000,0.060000,12.71320,0.04000,41.3342000
5.60000000,0.056000,14.40000,0.04500,41.3342000
237.60000000,0.680000,104.00000,0.33000,41.3342000
3.48777000,0.040000,187.51970,0.59000,84.4069000
3.48700000,0.046000,152.55000,0.48000,84.4069000
3.48777000,0.045200,145.56000,0.45800,84.4069000
3.48790500,0.045000,142.70495,0.44900,84.4069000
1667.00000000,2.280000,168.44000,0.53000,27.1665000
1634.00000000,2.360000,206.58950,0.65000,27.1665000
74.20000000,0.300000,15.37000,0.04836,27.1665000
714.29999000,1.660000,3108.37740,9.78000,925.2140000
714.30000000,2.100000,3368.99800,10.60000,925.2140000
655.59998000,1.340000,905.81550,2.85000,34.4603000
655.60000000,1.340000,1620.90000,5.10000,34.4603000
1891.00000000,2.630000,214.00000,0.70000,23.7324000
6360.00000000,5.900000,759.00000,2.40000,23.7324000
2.29070000,0.018500,3.95000,0.01243,8.6071500
10037.50000000,2.600000,3337.10000,10.50000,
8040000.00000000,200.000000,2479.06157,7.80000,
,210.000000,3994.48600,12.56900,190.3740000
8.98910000,,3686.82800,11.60000,157.9980000
402000000.00000000,7506.000000,2002.31896,6.30000,10.8864000
,440.000000,5403.00000,17.00000,190.7200000
1.50895570,,327.35000,1.03000,787.9090000
1.50897655,0.025900,340.07810,1.07000,787.9090000
1.50896860,0.025360,327.36490,1.03000,787.9090000
1.50896820,0.027520,390.93090,1.23000,787.9090000
1.50895570,0.026100,359.14790,1.13000,787.9090000
1.50896877,,,,787.9090000
1.50896350,,,,787.9090000
13.24060000,0.106000,883.56740,2.78000,338.3860000
13.24060000,0.105500,867.67590,2.73000,338.3860000
13.24060000,0.105500,874.00000,2.75000,338.3860000
2.99433000,0.044000,743.72220,2.34000,655.0370000
2.99432500,0.043510,791.39670,2.49000,655.0370000
,,,,655.0370000
2.99432500,0.044070,832.71460,2.62000,655.0370000
2.99433000,0.043600,740.51000,2.33000,655.0370000
2.82804200,0.040160,291.43800,0.91700,1126.3700000
2.82804100,,,,1126.3700000
2.82804200,0.040130,290.81445,0.91500,1126.3700000
2.82803915,,,,1126.3700000
2.82804200,0.039400,281.91521,0.88700,1126.3700000
2.82805268,0.039200,277.46559,0.87300,1126.3700000
4.03519000,0.051000,415.70400,1.30800,1148.9300000
4.03515000,,,,1148.9300000
4.03504444,,,,1148.9300000
4.03519000,0.051000,416.99296,1.31200,1148.9300000
4.03519000,0.051070,423.03173,1.33100,1148.9300000
1.51214000,0.027000,2415.40000,7.60000,1744.6000000
1.51214000,0.026870,2437.75610,7.67000,1744.6000000
1.51214000,0.026910,2358.29860,7.42000,1744.6000000
5.35227000,0.061800,170.03200,0.53500,732.4090000
5.35227000,0.061800,168.13207,0.52900,732.4090000
3.76810000,0.048100,765.97030,2.41000,1176.1200000
3.76810000,0.048100,781.86180,2.46000,1176.1200000
3.76810000,0.046100,772.29000,2.43000,1176.1200000
1.90008625,,,,764.8890000
1.90006930,0.029500,1099.69180,3.46000,764.8890000
1.90006930,0.029500,1102.82000,3.47000,764.8890000
1.90009000,0.028800,1048.83900,3.30000,764.8890000
1.90006930,0.028600,1039.30410,3.27000,764.8890000
1.90007690,,,,764.8890000
3.89712026,,,,790.6630000
3.89713000,0.051800,352.78000,1.11000,790.6630000
3.89713000,0.051200,346.43470,1.09000,790.6630000
3.89713000,0.051660,367.09365,1.15500,790.6630000
3.89713100,,,,790.6630000
1.74299350,0.027980,1102.82000,3.47000,213.2830000
1.74299750,,1052.01730,3.31000,213.2830000
1.74301433,,,,213.2830000
1.74299609,,,,213.2830000
1.74299350,0.028350,1134.65310,3.57000,213.2830000
1.74299673,,,,213.2830000
1.74299640,0.028100,1051.97300,3.31000,213.2830000
1.74299906,,,,213.2830000
1.74299700,,,,213.2830000
1.74299350,0.028540,1150.54460,3.62000,213.2830000
1.74299673,0.028100,1048.83900,3.30000,213.2830000
9.24285000,0.090100,1344.42090,4.23000,844.0610000
9.24323029,,,,844.0610000
9.24285000,0.090000,1366.66900,4.30000,844.0610000
9.24318000,0.089100,1315.81620,4.14000,844.0610000
9.24285000,0.089200,1608.21980,5.06000,844.0610000
9.24285000,0.090200,1347.54000,4.24000,844.0610000
1675.00000000,2.900000,5403.11000,17.00000,844.0610000
2.72474000,0.041600,705.58260,2.22000,
2.72474000,0.041700,718.29580,2.26000,
9.75598000,0.092000,12.20000,0.03800,627.1580000
3.63130000,0.048000,889.90000,2.80000,1060.9700000
3.63130000,0.048090,972.55980,3.06000,1060.9700000
3.63130000,0.048400,982.09470,3.09000,1060.9700000
5.11340000,0.056000,5.70000,0.01800,591.5550000
11.75900000,0.098000,28.00000,0.08800,591.5550000
4.86069000,0.057800,85.81000,0.27000,1103.4800000
4.86069000,0.057890,93.12419,0.29300,1103.4800000
4.20474000,0.052500,184.34140,0.58000,1045.1800000
4.20474000,0.052600,165.26000,0.52000,1045.1800000
3.57532000,0.047600,3302.11000,10.39000,1010.2800000
3.57532000,0.046700,3273.64900,10.30000,1010.2800000
5.20851000,0.060300,153.82972,0.48400,766.1830000
5.20851000,0.059000,152.87623,0.48100,766.1830000
2.85057000,0.039000,266.97720,0.84000,806.5070000
2.85057000,0.038600,270.15550,0.85000,806.5070000
2.85056150,,,,806.5070000
4.25679940,0.057400,6814.27520,21.44000,768.7710000
,,,,768.7710000
4.25679940,0.057830,6979.54680,21.96000,768.7710000
4.25679940,0.056940,6747.53090,21.23000,768.7710000
4.25680000,,6883.91000,21.66000,768.7710000
9.06005000,0.084400,921.70700,2.90000,1032.2300000
4.62941000,0.058600,266.97720,0.84000,2005.7600000
3.22748000,0.042900,349.61125,1.10000,1123.2100000
5.61653100,0.066000,216.12332,0.68000,925.9580000
9.20205000,0.090250,223.43449,0.70300,726.4120000
9.20205000,0.091200,232.33373,0.73100,726.4120000
9.20205000,0.090000,228.83000,0.72000,726.4120000
9.20164964,,,,726.4120000
4.03791560,,,,882.4720000
4.03789620,0.049470,148.42000,0.46700,882.4720000
4.03789620,0.050040,149.38010,0.47000,882.4720000
4.03789620,0.049630,151.92274,0.47800,882.4720000
4.03791560,0.049500,145.88397,0.45900,882.4720000
4.03790124,,,,882.4720000
8.88662870,,,,645.2940000
8.88659300,0.085500,940.74000,2.96000,645.2940000
8.88659300,0.085400,937.59850,2.95000,645.2940000
8.88659300,0.085500,940.77680,2.96000,645.2940000
0.85359163,,4.07661,0.01283,159.9060000
0.85400000,,4.60000,0.01447,159.9060000
0.85358500,0.016900,6.99226,0.02200,159.9060000
0.85359159,0.017016,5.74000,0.01800,159.9060000
0.85358500,0.017000,4.80000,0.01510,159.9060000
0.85359165,0.017000,4.73000,0.01500,159.9060000
0.85358500,0.017200,21.00000,0.06600,159.9060000
0.85350000,,6.05600,0.01905,159.9060000
3.69700000,,13.28900,0.04181,159.9060000
3.69800000,0.046000,8.40000,0.02643,159.9060000
3.70000000,0.045000,13.56000,0.04300,159.9060000
8.96600000,,17.14200,0.05393,159.9060000
6.21244500,0.063600,69.28694,0.21800,322.0370000
6.21229000,0.063000,69.92000,0.22000,322.0370000
6.21229000,0.063300,68.65128,0.21600,322.0370000
6.21238100,0.063390,69.28694,0.21800,322.0370000
95.27380000,0.407000,266.97000,0.84000,412.9800000
95.27272500,,,,412.9800000
95.27265600,0.402900,268.88418,0.84600,412.9800000
95.27265600,0.402100,266.97720,0.84000,412.9800000
95.27380000,0.402700,262.52758,0.82600,412.9800000
6.71836780,,,,576.6830000
6.71837000,0.071000,47.67450,0.15000,576.6830000
4098.10000000,5.750000,3823.27330,12.02930,30.5225000
246.36000000,0.360000,9057.77000,28.50000,
,330.000000,3496.00000,11.00000,134.8460000
,,3496.13000,11.00000,134.8460000
18.57000000,0.146200,24.27000,0.07636,62.5388000
6.58400000,0.073300,9.60000,0.03020,62.5388000
2.88200000,0.042200,3.35000,0.01054,62.5388000
5.51600000,0.065100,4.13000,0.01299,62.5388000
5.20720000,0.066400,138.89171,0.43700,137.9400000
6.67320000,0.066200,2.58000,0.00812,45.2300000
6.67360000,0.066200,2.58000,0.00812,45.2300000
8693.00000000,8.600000,1995.88832,6.28000,305.6840000
10220.00000000,8.190000,1922.79000,6.05000,305.6840000
8.13826800,,,,44.0622000
8.13870000,,413.17900,1.30000,44.0622000
8.13822434,,,,44.0622000
6.79870000,0.034900,,,
28.16560000,,,,159.2590000
28.16960000,,,,159.2590000
0.72091000,,,,706.3910000
2.13174000,,,,253.0260000
0.87718300,,,,232.1000000
0.87721400,,,,232.1000000
0.87703000,,,,232.1000000
3.80464000,,,,476.8820000
2.71578000,,,,334.9670000
2.04780000,0.029600,,,
3.96165000,,,,257.4430000
3.96151000,,,,257.4430000
4.16888000,,,,436.4880000
4.16980000,0.035000,,,436.4880000
4.16959000,,,,436.4880000
8.05072200,,,,243.9350000
8.05160000,,,,243.9350000
8.04680000,,,,243.9350000
4.50756000,,,,369.8880000
4.50717000,,,,369.8880000
0.91165670,,,,369.8880000
0.91172400,,,,369.8880000
0.91161800,,,,369.8880000
14.64753100,,,,369.8880000
14.63700000,,,,369.8880000
14.64350000,,,,369.8880000
14.64154100,,,,369.8880000
2.87814000,,,,161.3650000
5.29860000,,,,451.7690000
5.29853000,,,,451.7690000
5.29711000,,,,451.7690000
0.35490972,,,,451.7690000
0.35488400,,,,451.7690000
2.25558000,,,,109.8880000
2.25543600,,,,109.8880000
2.25372000,,,,109.8880000
1.58252000,,,,314.3500000
1.58316000,,,,314.3500000
17.51547200,,,,314.3500000
17.50166200,,,,314.3500000
17.51250000,,,,314.3500000
21.16860000,,,,186.1970000
21.17623917,,,,186.1970000
21.16986100,0.131000,,,186.1970000
21.15950000,,,,186.1970000
21.16961900,,,,186.1970000
21.17019630,0.119500,,,186.1970000
19.49100000,,,,181.6900000
19.49221000,0.149300,,,181.6900000
19.49183000,,,,181.6900000
19.49213200,,,,181.6900000
19.49214730,,,,181.6900000
19.49196500,,,,181.6900000
19.49179500,,,,181.6900000
19.49213000,0.148000,27.00000,0.08495,181.6900000
19.50735025,,,,181.6900000
2.28896000,,,,418.3950000
2.28936300,,,,418.3950000
2.28943000,,,,418.3950000
5.21378000,,,,418.3950000
5.21300000,,,,418.3950000
5.21396500,,,,418.3950000
18.09830000,,,,611.8040000
18.09710000,,,,611.8040000
34.88500000,,,,283.2900000
15.28410000,,,,320.0700000
15.28078000,,,,320.0700000
15.28410000,,,,320.0700000
23.22600000,,,,320.0700000
23.24110566,,,,320.0700000
23.22590000,,,,320.0700000
23.22855500,,,,320.0700000
23.22600000,,,,320.0700000
23.22600100,,,,320.0700000
0.57865700,,,,561.9290000
11.81387000,,,,561.9290000
11.81143700,,,,561.9290000
13.60697954,,,,336.2500000
13.60300000,,,,336.2500000
13.60300000,0.098000,,,336.2500000
65.55000000,0.280000,,,336.2500000
0.76240600,,,,624.5120000
0.70538600,,,,496.2890000
0.70531000,,,,496.2890000
0.70531000,,,,496.2890000
0.57130800,,,,244.5900000
0.57133100,0.013400,,,244.5900000
0.57129200,0.013260,8.21000,0.02583,244.5900000
0.57133600,,,,244.5900000
0.57100000,,7.72000,0.02429,244.5900000
0.57129900,,,,244.5900000
0.57121200,,,,244.5900000
0.57128500,,,,244.5900000
0.57129200,0.011600,8.36000,0.02630,244.5900000
0.57133600,0.013120,9.00000,0.02832,244.5900000
13.33974600,,,,244.5900000
13.33970000,0.108300,8.90000,0.02800,244.5900000
13.33461500,,,,244.5900000
13.33870000,0.107100,5.70000,0.01793,244.5900000
13.33868700,,,,244.5900000
13.33970000,0.105000,5.80000,0.01825,244.5900000
13.33907900,0.109100,,,244.5900000
13.34124500,,,,244.5900000
13.33877000,,,,244.5900000
0.72813000,,,,150.1240000
0.72811300,,,,150.1240000
16.14113200,0.123700,10.40000,0.03272,121.9710000
16.13655000,,,,121.9710000
16.14044200,,,,121.9710000
6.18026750,,,,372.6320000
6.18023500,0.072290,953.49000,3.00000,372.6320000
3650.00000000,4.500000,4131.79000,13.00000,551.8860000
3.59510000,0.047000,8.75000,0.02753,321.2960000
15.62400000,0.130000,14.67000,0.04616,321.2960000
35.74700000,0.220000,10.18000,0.03203,321.2960000
,800.000000,5085.28000,16.00000,
2.30538000,0.022790,2.50000,0.00787,16.0090000
8.05180000,0.052500,3.75000,0.01180,16.0090000
5.74599450,,,,27.9276000
5.74591200,,,,27.9276000
5.74600700,0.038500,11.70000,0.03681,27.9276000
10.34650000,0.045700,1.08000,0.00340,4.8486700
21.20200000,0.073800,1.36000,0.00428,4.8486700
3.20400000,0.021000,1.37000,0.00431,3.6727800
6.68900000,0.035000,1.74000,0.00547,3.6727800
13.03100000,0.054000,1.64000,0.00516,3.6727800
1.62893000,,1.62000,0.00510,12.6130000
,,1.58000,0.00497,12.6130000
1.62893220,,,,12.6130000
1.62892870,0.015330,1.63000,0.00513,12.6130000
1.62893100,0.015300,1.66000,0.00522,12.6130000
8.92900000,0.047600,2.64000,0.00831,12.6130000
41.39700000,0.163506,94.70940,0.29800,11.0143000
41.37500000,0.168600,107.74383,0.33900,11.0143000
41.38000000,0.166000,96.70000,0.30425,11.0143000
532.58000000,0.912000,68.06000,0.21414,11.0143000
535.90000000,0.930200,82.63539,0.26000,11.0143000
389.70000000,0.571400,10.62000,0.03341,8.0362500
1.58040430,,,,14.6427000
,,,,14.6427000
1.58040494,,,,14.6427000
1.58040456,0.014110,6.26125,0.01970,14.6427000
1.58040835,,,,14.6427000
1.58039250,,6.55000,0.02100,14.6427000
1.58040482,,6.43000,0.02000,14.6427000
1.58040482,,6.45000,0.02000,14.6427000
1.58040454,,,,14.6427000
1.58040490,,,,14.6427000
1.58040487,,6.37000,0.02004,14.6427000
1.58040481,,,,14.6427000
1.58040433,0.014900,8.17000,0.02571,14.6427000
1.58040417,,,,14.6427000
1.58040481,,,,14.6427000
1.58040465,,,,14.6427000
0.51824160,0.009150,1.32000,0.00415,20.3730000
0.51824180,,,,20.3730000
0.51823310,,1.32000,0.00415,20.3730000
0.51823490,0.009160,2.09000,0.00658,20.3730000
0.51823846,,,,20.3730000
3.65110000,0.026000,7.40000,0.02328,10.2525000
35.58900000,0.193200,30.63000,0.09637,16.3200000
35.61341890,,,,16.3200000
35.61253000,0.191500,22.70000,0.07142,16.3200000
11.44330000,0.071700,5.35000,0.01683,3.5622800
11.44320000,0.073200,5.43487,0.01710,3.5622800
11.44070000,0.072000,3.03000,0.00953,3.5622800
7600.00000000,5.400000,36.00000,0.11327,3.5622800
5.23540000,0.053000,10.20000,0.03209,25.8557000
8.63182000,0.060700,10.60000,0.03335,15.1285000
25.63058000,0.125400,6.80000,0.02140,15.1285000
603.95116000,1.030400,29.40000,0.09250,15.1285000
2303.00000000,2.424000,301.93699,0.95000,12.3560000
2288.00000000,2.410000,260.61000,0.82000,12.3560000
2333.00000000,2.523000,239.00696,0.75200,12.3560000
17.13300000,0.092000,6.49000,0.02042,11.9407000
17.38000000,0.103000,8.30000,0.02611,11.9407000
24.32900000,0.129000,6.40000,0.02014,11.9407000
106.30000000,0.309000,7.56000,0.02379,11.9407000
2.38129000,0.034000,4.76743,0.01500,37.0788000
25533.11353000,16.761000,4069.15709,12.80300,37.0788000
69.97100000,0.283000,16.20000,0.05097,28.4434000
121.93268000,0.384000,8.58137,0.02700,5.7562400
121.99500000,0.339000,7.26800,0.02287,5.7562400
471.00000000,0.970000,32.00000,0.10068,5.7562400
579.47495000,1.086000,14.93794,0.04700,5.7562400
526.11500000,0.898000,8.47800,0.02667,5.7562400
14.23800000,0.081800,4.00000,0.01259,5.5805700
15.81900000,0.101000,13.00000,0.04090,23.6062000
18.64980000,0.091101,2.89000,0.00909,5.9215350
4.72340000,0.036467,1.18000,0.00371,5.9215350
133.71000000,0.490000,1071.04000,3.37000,17.5559000
11.94900000,0.079000,8.20000,0.02580,16.6186000
2.85313600,0.031650,3.34000,0.01051,22.4751000
2.85310081,,,,22.4751000
1.22003000,0.019700,1.78000,0.00560,28.4712000
5.97400000,0.057000,4.18000,0.01315,28.4712000
257.80000000,0.698000,10.50000,0.03304,28.4712000
695.36000000,1.180000,588.93604,1.85300,15.1968000
692.00000000,1.150000,794.50000,2.50000,15.1968000
695.66000000,1.151000,557.10000,1.75282,15.1968000
692.90000000,0.950000,381.40000,1.20000,15.1968000
5312.00000000,,489.45820,1.54000,15.1968000
7500.00000000,5.780000,531.72692,1.67300,15.1968000
6739.32300000,5.230000,522.50000,1.64396,15.1968000
10000.00000000,25.000000,635.66000,2.00000,15.1968000
10.66669000,0.091000,11.44182,0.03600,18.2381700
3771.00000000,4.110000,797.74930,2.51000,20.5266000
4100.00000000,4.500000,731.00000,2.30000,20.5266000
241.80000000,0.657000,21.40000,0.06733,20.5266000
30.60000000,0.143400,25.72000,0.08100,20.1903000
30.59870000,0.143390,23.54000,0.07406,20.1903000
122.61960000,0.361750,21.09000,0.06636,20.1903000
123.75000000,0.364000,25.72000,0.08100,20.1903000
48.13450000,0.193940,7.60000,0.02391,20.1903000
13.25430000,0.082080,3.28000,0.01032,20.1903000
5.36360000,0.032820,2.02000,0.00636,5.3748400
40.54000000,0.126400,2.31000,0.00727,5.3748400
14.20700000,0.089000,6.60000,0.02080,23.6190000
24.45000000,0.141000,10.27000,0.03231,6.3325600
24.42200000,0.142000,10.60000,0.03335,6.3325600
3.33668590,,,,29.4214000
3.33664900,,,,29.4214000
3.33666500,,,,29.4214000
